Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Access_to_Resources_Encoded,Parental_Involvement_Encoded,Motivation_Level_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,Peer_Influence_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Extracurricular_Activities_Encoded,Internet_Access_Encoded,Learning_Disabilities_Encoded,School_Type_Encoded,Gender_Encoded
23.0,91,6,89,3.0,3,73.0,2,3,2,2,2,1,3,1,1,1,0,1,0
25.0,92,5,85,1.0,1,71.0,3,2,1,1,2,1,2,1,1,1,0,0,0
25.0,88,8,63,2.0,3,71.0,2,3,2,3,2,3,1,2,1,1,0,0,1
27.0,70,6,99,2.0,2,68.0,2,2,3,1,2,2,1,1,0,1,0,1,1
24.0,94,7,70,1.0,1,70.0,1,3,2,3,2,2,1,1,0,1,0,0,0
22.0,96,10,84,1.0,3,71.0,3,1,1,3,3,1,1,1,1,1,0,0,0
26.0,68,8,96,1.0,2,69.0,3,2,3,2,3,2,1,1,0,1,0,0,0
20.0,65,7,58,3.0,4,63.0,2,3,2,1,2,2,1,1,0,0,0,1,0
15.0,99,8,94,2.0,3,71.0,2,1,2,2,2,2,3,1,1,1,0,1,0
19.0,95,9,85,2.0,3,69.0,2,2,2,1,2,1,2,1,1,0,0,0,0
16.0,96,5,58,2.0,5,71.0,2,3,2,3,1,3,3,2,1,1,0,0,0
16.0,95,6,83,2.0,3,68.0,1,2,1,1,3,2,1,1,0,1,0,1,1
19.0,82,7,94,1.0,3,68.0,2,2,2,2,2,3,1,1,0,1,0,0,1
15.0,86,6,90,0.0,3,66.0,1,2,2,2,3,2,3,3,0,1,0,0,0
18.0,82,7,88,3.0,3,67.0,2,2,2,1,2,1,2,2,0,1,0,0,1
9.0,62,5,58,0.0,5,59.0,3,1,1,2,3,3,2,2,1,1,0,1,1
21.0,90,8,60,1.0,2,66.0,2,1,2,1,2,1,2,1,0,1,0,0,1
20.0,80,6,77,0.0,3,64.0,1,1,1,2,3,1,1,1,0,1,0,1,0
15.0,86,7,79,1.0,3,64.0,2,2,2,1,2,2,1,2,0,1,1,0,1
24.0,80,7,97,0.0,4,69.0,3,2,2,1,3,2,1,2,1,1,0,1,1
26.0,80,8,73,1.0,3,69.0,1,3,3,2,2,2,1,1,0,1,0,0,0
10.0,67,4,65,3.0,3,61.0,2,2,2,2,2,3,1,1,0,0,0,0,0
15.0,71,8,60,0.0,3,62.0,3,3,2,1,3,1,1,3,0,1,0,1,1
15.0,66,7,53,2.0,3,61.0,2,1,2,2,3,1,2,1,0,1,0,0,1
14.0,68,8,53,1.0,2,63.0,2,2,3,2,3,3,2,1,1,1,0,1,1
25.0,99,5,79,2.0,4,71.0,1,2,1,1,2,3,2,1,0,1,0,0,1
19.0,66,8,59,1.0,2,65.0,3,3,2,2,1,3,3,2,1,1,0,0,1
18.0,71,9,93,1.0,4,68.0,3,3,2,1,3,2,2,2,1,1,0,1,0
8.0,84,7,80,1.0,4,67.0,3,3,2,3,3,3,1,2,0,1,0,0,0
24.0,84,6,93,2.0,1,70.0,3,1,3,1,2,2,1,1,1,1,0,0,1
13.0,66,6,71,3.0,3,64.0,2,3,2,2,2,2,1,1,1,1,0,0,0
20.0,92,8,80,0.0,3,71.0,3,2,3,2,2,2,2,1,0,1,0,1,0
22.0,91,8,76,2.0,3,71.0,2,3,1,2,2,2,2,2,1,1,0,0,1
28.0,69,8,99,0.0,3,67.0,3,2,1,3,2,1,1,2,0,1,0,1,1
12.0,72,7,90,0.0,3,63.0,1,2,2,3,2,3,3,3,1,1,0,0,0
19.969226081657524,98,7,80,2.0,1,66.0,3,1,3,1,3,2,1,1,1,1,0,0,0
21.0,93,7,80,3.0,1,70.0,1,2,2,3,2,2,1,2,1,1,0,0,0
31.0,88,6,62,2.0,4,70.0,1,2,2,1,2,3,1,1,0,1,0,1,0
27.0,63,8,87,3.0,3,67.0,2,1,2,1,3,3,1,1,1,1,0,1,1
21.0,77,7,99,3.0,3,69.0,2,1,3,2,3,2,3,1,0,1,0,0,0
17.0,82,9,56,3.0,2,66.0,1,3,1,3,2,3,1,1,0,1,0,0,1
25.0,67,9,82,1.0,3,67.0,3,2,2,2,2,3,3,3,0,1,0,0,1
14.0,78,7,76,0.0,2,65.0,2,3,2,3,2,1,2,1,1,1,1,0,1
23.0,84,8,93,1.0,3,72.0,3,3,2,3,2,3,3,3,1,1,0,0,0
23.0,73,6,50,1.0,3,68.0,3,3,2,2,2,3,2,1,0,1,0,0,0
26.0,91,7,57,3.0,3,72.0,2,3,1,2,2,1,2,1,1,1,0,0,0
19.969226081657524,94,8,52,1.0,3,67.07012148239274,2,3,3,1,2,3,3,1,1,1,0,1,0
22.0,73,5,58,1.2926987210620042,3,65.0,1,2,2,1,2,3,2,1,1,1,1,0,1
17.0,94,8,85,1.0,4,68.0,2,1,2,2,1,3,1,1,0,1,0,0,0
20.0,64,6,57,3.0,4,65.0,2,2,2,1,3,2,2,1,1,1,0,0,1
9.0,94,6,81,0.0,3,66.0,2,2,1,1,3,3,1,1,1,1,0,0,0
16.0,66,6,93,1.2926987210620042,2,63.0,2,1,2,1,2,1,1,3,0,1,0,0,0
18.0,63,7,52,2.0,3,63.0,1,2,2,3,3,3,3,2,0,1,0,0,1
17.0,86,5,51,2.0,2,66.0,2,2,2,1,2,2,3,2,1,1,0,1,0
21.0,79,8,99,2.0,4,69.0,1,3,2,1,3,3,1,1,1,1,0,0,0
15.0,96,7,84,3.0,1,72.0,3,2,3,2,1,3,3,1,1,1,0,0,0
27.0,75,10,57,3.0,3,66.0,1,2,2,3,1,1,1,1,1,1,0,0,0
20.0,71,7,65,2.0,4,64.0,2,2,2,2,2,1,1,2,1,0,0,0,1
20.0,80,8,99,0.0,3,67.0,1,2,1,1,3,3,1,1,1,1,0,1,0
18.0,78,6,61,1.0,5,67.0,3,3,1,1,2,3,1,1,1,1,0,1,0
21.0,74,5,88,1.0,1,66.0,2,1,2,2,3,2,2,1,1,1,0,0,0
25.0,88,8,62,2.0,2,68.0,1,2,1,1,2,2,1,1,1,1,0,0,1
15.0,90,5,70,0.0,2,65.0,2,2,2,2,2,2,1,2,0,1,0,1,0
16.0,94,8,94,2.0,3,71.0,3,2,3,1,3,1,1,1,1,1,0,1,0
18.0,99,10,51,1.0,4,71.0,3,2,2,2,1,2,3,1,1,1,0,0,0
12.0,71,8,65,1.0,2,62.0,2,2,2,2,3,2,1,2,1,1,0,1,0
15.0,89,8,74,2.0,2,69.0,3,2,1,2,3,3,2,1,1,1,0,0,0
17.0,76,7,81,1.2926987210620042,2,65.0,1,2,1,3,2,2,1,1,0,1,0,1,0
25.0,87,6,51,3.0,3,70.0,1,3,1,2,2,2,3,1,0,1,0,0,0
22.0,79,7,71,2.0,2,66.0,2,2,2,1,2,2,2,2,1,1,0,1,0
21.0,100,6,67,0.0,3,70.0,2,2,2,3,2,3,1,3,0,1,0,0,0
25.0,89,5,51,2.0,2,70.0,3,2,1,2,3,1,3,2,0,1,0,1,1
19.0,98,7,68,1.0,4,69.0,3,1,2,1,2,2,1,2,1,1,0,1,1
22.0,93,9,97,2.0,3,71.0,1,3,2,2,2,2,1,1,1,1,1,0,0
19.0,96,5,64,1.0,3,69.0,2,2,2,2,2,2,1,1,0,1,0,0,0
22.0,93,9,79,2.0,2,73.0,2,3,2,2,3,3,3,1,0,1,0,0,1
17.0,78,9,65,1.0,4,65.0,2,2,1,2,3,2,1,2,1,1,0,0,1
5.0,70,8,55,3.0,3,62.0,3,3,2,1,2,2,1,1,1,1,0,0,0
19.0,75,8,64,2.0,5,67.0,3,2,2,3,1,1,3,2,0,1,0,0,1
29.0,61,7,74,1.0,3,65.0,2,1,3,2,2,2,3,2,1,1,0,0,0
26.0,81,7,65,1.0,3,65.0,2,1,1,2,2,2,1,3,0,1,0,0,0
26.0,80,6,81,0.0,2,70.0,3,2,2,2,2,2,2,1,1,1,0,0,1
27.0,81,7,97,1.0,2,70.0,2,2,1,2,2,2,2,1,1,1,0,0,1
21.0,99,7,53,0.0,4,71.0,3,2,2,2,1,2,3,1,1,1,0,0,1
21.0,96,10,86,1.0,3,71.0,1,3,1,1,3,2,2,1,0,1,0,0,0
16.0,66,8,50,1.0,4,62.0,2,2,1,2,3,2,1,2,1,1,0,0,0
18.0,75,7,50,1.2926987210620042,2,65.0,1,2,2,1,2,3,3,1,0,1,0,0,1
24.0,77,7,57,3.0,2,67.07012148239274,2,3,2,2,3,3,2,3,1,1,0,0,0
27.0,74,6,74,2.0,2,68.0,2,2,2,2,3,2,2,3,1,1,0,0,0
19.0,92,6,52,3.0,1,70.0,2,3,2,3,2,3,1,1,1,1,0,0,0
17.0,81,8,86,1.0,3,68.0,3,2,2,2,2,2,3,1,0,1,0,1,0
20.0,83,6,51,2.0,4,67.0,2,2,2,1,3,1,3,1,0,1,0,0,0
24.0,94,6,75,1.0,4,69.0,2,1,1,1,3,1,1,1,1,1,0,0,1
11.0,92,6,84,2.0,1,68.0,3,3,2,1,1,1,1,1,1,1,0,0,1
6.0,65,6,62,3.0,1,59.0,3,3,2,1,1,2,1,1,0,0,0,0,0
17.0,89,9,79,0.0,2,67.0,1,3,2,2,2,3,2,1,1,0,0,0,1
13.0,77,7,63,0.0,1,63.0,3,2,1,3,1,3,1,2,1,1,0,0,0
17.0,72,7,61,1.0,4,65.0,3,3,1,2,2,1,1,1,1,1,0,0,1
19.0,62,7,91,1.0,3,63.0,2,2,1,1,2,3,2,1,0,1,0,0,0
17.0,79,7,67,1.0,3,64.0,2,2,1,1,2,3,1,1,0,1,0,1,1
29.0,74,6,91,3.0,4,72.0,2,3,3,1,3,3,2,3,1,1,0,0,1
22.0,70,5,61,1.0,3,63.0,2,1,3,1,2,1,2,2,1,1,0,0,0
22.0,88,9,68,2.0,2,66.0,2,2,2,2,2,2,1,1,0,0,1,0,0
24.0,91,8,55,0.0,2,67.0,2,2,1,2,1,2,2,2,1,1,0,1,1
13.0,70,8,75,1.0,2,66.0,3,3,3,3,2,3,3,2,1,1,1,0,0
26.0,62,8,69,2.0,3,66.0,2,2,2,2,3,3,2,2,1,1,0,0,1
20.0,94,10,50,1.0,4,68.0,2,2,1,1,3,1,3,1,1,1,1,1,1
24.0,60,6,73,1.0,5,66.0,3,3,2,1,2,3,3,2,0,1,0,1,0
14.0,97,5,54,3.0,2,68.0,2,2,2,2,2,1,2,1,1,1,0,0,1
11.0,85,8,92,2.0,4,65.0,2,2,1,2,2,1,1,3,1,1,0,0,1
25.0,73,5,75,0.0,2,67.0,2,2,1,2,2,3,2,1,1,1,0,1,1
22.0,70,7,85,0.0,3,64.0,1,3,2,3,2,1,1,3,0,1,0,1,0
15.0,60,7,91,0.0,2,59.0,3,1,1,1,2,1,2,3,0,1,0,1,0
15.0,69,8,53,0.0,3,60.0,2,2,1,3,2,1,1,1,1,0,0,1,0
27.0,66,6,67,1.0,4,65.0,3,1,1,3,3,1,2,3,0,1,0,0,1
13.0,84,9,51,0.0,4,64.0,2,2,3,1,2,1,1,1,1,1,0,0,1
30.0,67,6,52,1.0,1,66.0,3,2,2,1,2,2,1,1,0,1,0,0,1
15.0,81,8,52,0.0,2,65.0,2,2,2,2,2,2,3,1,1,1,0,0,0
24.0,84,6,74,2.0,2,69.0,2,2,2,2,3,3,1,3,1,1,0,0,0
18.0,72,8,73,0.0,4,66.0,3,3,2,2,2,3,1,1,1,1,1,1,1
24.0,61,5,53,1.0,5,65.0,2,3,2,1,3,2,2,1,1,1,0,1,1
17.0,61,7,63,1.0,4,62.0,2,3,1,2,2,3,2,2,0,1,0,0,1
19.0,61,9,62,2.0,2,60.0,1,2,2,2,2,2,1,3,0,1,0,0,1
20.0,90,7,65,1.2926987210620042,4,68.0,2,1,1,1,3,3,2,2,0,0,0,0,1
14.0,73,9,82,1.0,3,64.0,3,2,2,2,2,1,1,1,1,1,0,0,1
24.0,92,7,85,0.0,3,73.0,3,3,3,2,2,3,2,1,0,1,0,0,1
17.0,77,6,67,1.0,1,64.0,2,2,1,1,2,3,2,1,1,1,0,0,0
19.0,78,7,89,2.0,4,69.0,3,3,2,2,2,2,1,2,0,1,0,0,1
14.0,81,8,71,1.0,3,63.0,2,1,1,1,3,2,3,1,0,1,1,0,1
5.0,89,4,76,2.0,3,65.0,2,2,3,2,2,2,2,1,1,1,0,0,0
19.0,71,8,57,2.0,4,65.0,2,2,2,2,3,3,1,2,0,1,0,0,0
34.0,65,6,62,0.0,3,67.0,2,2,3,2,3,1,1,1,1,1,0,0,0
25.0,82,5,86,0.0,4,67.0,2,2,2,1,1,3,1,1,1,0,0,0,0
20.0,73,8,99,1.0,3,66.0,2,2,1,2,2,3,1,1,0,1,0,1,0
18.0,78,9,85,1.0,2,68.0,3,2,3,1,3,1,3,1,1,1,0,1,0
20.0,86,7,53,1.0,2,65.0,1,2,2,1,3,1,1,1,1,1,0,0,0
23.0,80,5,57,1.0,4,66.0,1,1,2,1,2,2,3,1,1,1,0,0,0
13.0,85,6,72,2.0,1,66.0,1,3,2,1,2,3,2,2,1,1,0,0,1
27.0,82,6,87,2.0,2,69.0,2,2,1,1,3,3,1,1,1,0,0,0,0
24.0,90,7,58,2.0,2,70.0,2,2,2,1,2,2,3,1,0,1,0,1,0
24.0,88,7,88,2.0,2,71.0,1,2,2,2,3,2,3,2,1,1,0,1,0
23.0,81,8,78,1.2926987210620042,3,70.0,2,3,3,1,1,3,1,2,0,1,0,0,0
20.0,87,8,89,2.0,3,68.0,2,2,1,2,2,2,1,2,0,1,0,0,0
24.0,95,8,78,2.0,2,73.0,3,3,2,1,3,1,3,3,1,1,0,0,1
24.0,77,8,80,1.0,2,68.0,3,2,3,1,3,3,1,2,0,1,1,0,1
18.0,77,7,62,2.0,4,66.0,2,2,1,3,2,2,2,1,1,1,0,1,0
17.0,91,10,86,1.0,3,67.0,1,2,1,2,2,2,3,2,1,1,1,0,1
21.0,83,8,92,2.0,4,66.0,1,2,1,2,2,1,1,1,1,1,1,1,0
29.0,63,8,94,0.0,2,69.0,3,2,2,2,3,3,3,1,1,1,0,1,1
13.0,96,10,51,1.0,3,67.0,2,2,2,1,1,3,3,1,0,1,0,0,1
11.0,61,7,81,1.2926987210620042,4,61.0,1,2,3,2,1,3,1,1,1,1,1,0,0
21.0,90,6,99,2.0,3,70.0,2,2,2,1,2,1,2,1,0,1,0,1,1
20.0,90,9,79,2.0,2,70.0,3,3,2,1,2,1,1,1,0,1,0,0,1
21.0,98,9,59,3.0,3,70.0,2,2,3,2,2,2,2,1,1,0,1,0,1
21.0,62,7,94,1.0,3,64.0,2,2,1,1,3,3,2,2,0,1,0,1,1
19.0,84,10,63,0.0,3,65.0,2,3,2,1,2,1,2,3,0,1,0,0,1
29.0,77,7,52,1.2926987210620042,4,70.0,2,2,2,1,2,3,2,1,0,1,0,0,1
10.0,73,8,72,1.0,2,62.0,3,1,1,1,3,3,2,2,1,1,0,0,1
15.0,64,9,55,1.0,3,64.0,3,3,3,2,1,2,2,1,1,1,0,0,1
19.0,83,7,56,1.0,3,67.0,3,2,2,2,1,3,2,3,1,1,0,1,1
10.0,79,8,73,1.0,4,63.0,2,3,3,1,1,2,1,1,0,0,0,0,1
19.0,64,9,81,0.0,3,62.0,2,1,3,2,3,2,1,1,1,1,1,0,0
30.0,84,6,95,2.0,2,72.0,2,1,2,3,3,1,2,1,0,1,0,0,0
20.0,90,6,85,3.0,2,69.0,2,1,3,1,3,2,2,1,0,0,0,1,0
21.0,91,9,92,1.2926987210620042,2,72.0,3,2,2,1,2,1,1,1,1,1,0,1,0
12.0,96,7,71,2.0,2,68.0,2,1,3,2,2,3,2,1,1,1,0,1,0
16.0,76,6,66,1.0,3,64.0,2,1,1,2,2,2,3,1,0,1,0,1,1
18.0,98,7,80,3.0,1,72.0,3,3,1,1,2,2,2,1,1,1,0,1,1
18.0,95,8,85,2.0,3,73.0,3,3,1,1,3,3,2,1,1,1,0,0,1
28.0,72,5,78,1.2926987210620042,2,67.0,2,3,1,2,1,1,2,3,1,0,0,1,0
23.0,66,8,63,0.0,4,64.0,1,3,2,1,2,1,2,1,1,1,0,0,1
13.0,77,8,68,3.0,3,65.0,2,2,1,3,2,2,1,1,1,1,0,1,1
21.0,76,9,72,1.0,3,67.0,3,3,1,1,3,2,1,2,1,1,0,0,1
23.0,83,7,51,3.0,2,68.0,2,2,1,2,3,2,2,2,1,1,0,0,0
27.0,83,9,94,2.0,2,72.0,3,2,2,1,3,3,1,1,1,1,0,0,0
29.0,90,7,76,1.0,3,71.0,1,3,1,2,1,3,1,2,1,1,0,0,1
14.0,80,7,88,1.0,3,66.0,2,2,2,2,2,2,1,1,1,1,0,1,0
15.0,64,7,59,0.0,3,59.0,2,3,1,1,2,2,1,1,0,1,1,0,1
12.0,94,10,78,1.0,2,68.0,2,2,2,2,3,2,1,1,1,1,0,0,1
19.0,72,5,96,3.0,2,64.0,3,1,1,1,1,3,1,2,1,0,0,0,1
23.0,99,8,61,2.0,3,70.0,2,1,1,3,3,3,1,1,0,1,1,1,1
26.0,65,7,67,1.2926987210620042,3,65.0,2,1,2,3,2,1,1,2,1,1,0,1,1
20.0,98,7,69,2.0,2,72.0,2,3,3,3,3,1,2,1,1,0,0,0,1
18.0,64,8,69,3.0,3,66.0,3,3,2,3,2,3,2,2,0,1,0,0,0
21.0,69,9,80,2.0,5,68.0,2,2,3,2,3,3,2,1,1,1,0,0,0
15.0,62,8,70,1.0,3,62.0,3,2,2,1,2,3,2,1,0,1,0,1,0
33.0,88,9,84,1.0,3,70.0,1,2,2,1,2,1,1,1,0,1,0,0,0
10.0,94,7,74,3.0,3,70.0,2,3,3,3,2,3,2,2,1,1,0,0,0
21.0,77,7,58,0.0,3,64.0,1,2,2,1,3,1,2,1,1,1,0,0,0
32.0,97,5,97,1.0,5,67.07012148239274,1,3,1,1,3,3,2,2,1,1,0,0,1
20.0,84,10,62,1.0,2,67.0,2,2,3,2,2,2,2,2,1,1,0,0,0
19.0,85,7,78,2.0,3,69.0,3,3,1,1,3,1,2,1,0,1,0,1,0
18.0,94,7,53,1.2926987210620042,3,68.0,1,2,2,2,3,3,1,3,1,1,0,0,1
19.0,72,8,96,1.0,2,67.0,2,2,1,2,3,3,3,2,1,1,0,0,1
28.0,74,9,96,0.0,3,69.0,2,2,1,3,3,2,1,1,1,1,0,1,1
7.0,96,6,68,2.0,1,67.0,2,3,2,1,3,2,1,1,1,1,0,0,1
29.0,96,9,56,0.0,4,73.0,3,3,1,1,3,2,1,1,1,1,0,1,0
11.0,99,7,88,1.2926987210620042,3,71.0,3,2,3,2,1,2,2,1,1,0,0,1,0
18.0,96,9,63,1.2926987210620042,3,70.0,1,2,2,1,2,2,3,1,0,1,0,1,0
17.0,65,6,85,1.0,3,65.0,2,3,2,1,2,2,1,1,1,1,0,1,0
24.0,93,8,96,0.0,1,73.0,2,3,2,2,2,3,3,2,1,1,0,0,0
10.0,76,7,80,1.0,4,65.0,2,2,2,1,3,3,3,1,1,1,0,0,1
23.0,100,5,93,1.2926987210620042,3,73.0,2,1,2,1,2,2,3,2,1,1,0,1,0
32.0,79,5,61,0.0,3,70.0,3,1,2,1,3,3,2,1,1,1,0,0,0
12.0,82,6,96,0.0,4,66.0,2,3,3,1,1,3,2,1,1,1,1,1,0
21.0,81,8,61,3.0,5,66.0,2,1,3,2,1,1,1,2,1,1,0,0,1
16.0,73,4,61,1.2926987210620042,5,64.0,2,2,1,1,3,2,1,2,1,1,0,1,0
23.0,63,8,94,2.0,5,68.0,2,2,3,2,2,2,3,1,1,1,0,0,0
20.0,96,7,78,1.0,2,70.0,2,2,2,3,3,2,1,1,0,1,0,0,0
16.0,92,4,90,1.2926987210620042,3,72.0,2,2,3,3,2,2,1,1,1,1,0,1,0
23.0,66,6,90,2.0,3,66.0,3,2,2,1,2,2,1,1,0,1,0,0,0
31.0,91,6,82,2.0,3,74.0,2,2,2,2,3,3,1,1,1,1,0,0,0
19.0,85,7,59,0.0,4,67.0,2,3,1,2,3,1,2,2,0,1,0,1,0
24.0,76,9,85,2.0,2,71.0,3,3,2,1,2,3,3,1,1,1,0,1,1
12.0,70,9,53,2.0,2,60.0,3,1,2,1,2,2,1,1,1,1,1,0,0
14.0,94,6,60,3.0,3,68.0,2,1,2,3,2,2,2,1,0,1,0,0,1
23.0,88,6,82,0.0,3,69.0,2,2,2,2,2,1,2,1,0,1,0,1,0
29.0,82,5,95,2.0,3,74.0,3,3,2,2,3,2,2,1,0,1,0,0,0
22.0,84,6,89,2.0,3,71.0,2,3,2,2,2,2,1,1,1,1,0,0,0
18.0,64,6,67,0.0,4,63.0,2,3,3,1,2,1,2,1,1,1,0,1,0
20.0,79,7,91,2.0,4,66.0,1,3,3,1,2,1,2,2,1,0,1,1,0
12.0,68,7,98,1.0,4,65.0,3,2,2,2,3,2,1,1,0,1,0,1,0
24.0,68,6,67,0.0,3,60.0,1,1,3,1,3,3,1,3,0,0,1,1,1
25.0,86,6,59,3.0,3,69.0,1,2,2,1,2,3,1,1,1,1,0,0,1
17.0,96,6,60,1.0,3,69.0,2,3,2,1,2,2,2,1,0,1,0,0,1
17.0,76,6,70,2.0,4,67.0,3,2,1,3,2,2,3,2,1,1,0,0,0
22.0,68,9,53,1.0,2,65.0,2,3,3,2,2,2,1,2,1,1,0,0,1
17.0,86,8,74,1.0,4,70.0,3,3,2,1,3,2,2,1,1,1,0,1,0
20.0,95,8,87,0.0,3,71.0,2,3,1,1,2,3,3,2,1,1,0,1,1
33.0,90,9,77,3.0,6,73.0,2,1,2,2,3,1,3,2,1,1,1,0,0
19.0,95,8,99,0.0,2,70.0,3,1,2,1,2,2,3,2,1,1,0,0,0
18.0,81,9,73,1.0,2,67.0,1,3,3,2,3,2,1,1,1,1,0,0,1
16.0,90,8,51,1.0,5,67.0,3,1,2,3,2,2,1,2,1,1,0,0,1
24.0,66,7,74,0.0,2,65.0,3,1,2,3,3,2,2,2,0,1,0,0,0
19.0,74,6,96,2.0,3,69.0,3,3,2,3,2,2,2,1,1,1,0,0,0
16.0,76,6,55,1.0,1,65.0,3,3,2,1,2,3,3,1,1,0,0,0,0
28.0,80,8,61,1.0,3,68.0,3,2,1,1,2,1,2,3,1,1,0,1,1
29.0,97,7,86,0.0,3,74.0,2,3,2,2,2,3,2,1,0,1,0,0,1
16.0,95,5,65,0.0,3,68.0,2,1,3,2,2,2,2,1,1,1,0,1,1
9.0,65,4,88,1.0,3,61.0,2,2,1,1,2,3,2,1,0,1,0,0,0
26.0,67,10,71,3.0,3,67.0,1,2,3,1,2,2,3,1,1,1,0,0,0
16.0,74,6,90,1.0,4,66.0,3,3,2,1,2,1,1,1,1,1,1,1,1
25.0,72,6,78,1.2926987210620042,4,69.0,1,1,1,2,3,3,1,1,1,1,0,0,0
8.0,85,9,54,1.0,3,62.0,1,2,1,1,3,3,1,1,1,1,0,1,0
25.0,96,5,69,0.0,4,71.0,3,2,1,1,2,2,1,2,1,1,0,0,0
13.0,98,8,67,1.0,4,71.0,3,3,2,2,2,3,3,2,1,1,0,1,1
24.0,86,10,91,0.0,4,72.0,3,2,1,1,3,3,2,1,1,1,0,1,1
20.0,94,10,81,1.0,5,69.0,3,2,1,2,3,2,1,3,1,1,1,0,1
14.0,81,6,89,1.2926987210620042,3,67.0,2,1,2,1,3,2,2,1,0,0,0,1,1
18.0,68,7,69,1.0,4,63.0,3,2,2,1,3,2,1,2,0,1,1,0,1
24.0,81,6,85,1.0,4,68.0,2,2,2,2,3,2,2,2,1,0,0,0,0
21.0,82,7,53,0.0,2,69.0,3,3,1,3,2,3,3,1,1,1,0,0,0
24.0,90,9,52,0.0,3,65.0,1,2,1,1,2,1,2,1,1,1,1,0,1
32.0,69,5,64,0.0,3,70.0,3,3,2,2,2,1,3,1,1,1,0,0,1
11.0,75,8,89,2.0,4,65.0,2,2,2,3,3,3,2,2,0,1,0,1,0
30.0,75,7,77,0.0,2,67.0,2,2,2,1,2,3,1,2,0,1,0,0,0
21.0,98,9,70,0.0,1,72.0,3,2,2,1,3,3,2,1,1,1,0,0,0
15.0,78,9,95,1.0,3,69.0,3,2,3,3,3,3,1,1,1,1,0,0,0
12.0,90,6,75,2.0,3,69.0,3,3,1,2,2,2,3,1,1,0,0,0,0
19.0,90,7,81,1.2926987210620042,4,71.0,1,3,2,3,3,2,2,1,0,1,1,0,1
26.0,71,8,99,1.0,3,67.0,1,2,2,2,3,3,1,3,1,1,0,0,0
19.0,83,8,76,3.0,3,65.0,1,1,1,1,1,2,3,1,0,1,0,0,1
29.0,96,4,89,2.0,2,70.0,1,1,2,1,3,2,1,3,0,1,0,0,1
11.0,79,8,71,1.0,2,63.0,2,2,1,2,2,3,2,2,0,1,0,1,1
20.0,98,9,52,0.0,3,71.0,3,3,2,2,2,3,2,3,1,1,0,1,0
12.0,69,7,92,1.0,3,64.0,2,3,1,2,2,2,2,1,1,1,0,0,1
22.0,63,8,97,1.2926987210620042,3,69.0,3,2,3,2,2,2,1,1,1,1,0,1,0
25.0,96,9,72,0.0,3,69.0,2,1,1,1,2,3,1,1,0,1,0,1,0
17.0,94,7,75,1.0,3,70.0,2,2,2,1,3,3,3,2,1,1,0,0,0
4.0,100,8,71,2.0,4,64.0,1,3,1,1,2,1,1,2,0,1,0,1,1
21.0,87,7,100,1.0,3,70.0,3,2,1,1,2,3,1,1,0,1,0,0,0
23.0,97,7,95,0.0,4,74.0,3,2,2,2,3,3,3,2,0,1,0,1,1
22.0,93,6,52,1.0,3,69.0,2,2,2,1,2,1,2,1,1,1,0,0,1
27.0,94,7,89,3.0,2,73.0,2,1,2,1,2,3,2,1,1,1,0,1,1
14.0,83,10,80,1.0,3,66.0,2,2,2,2,3,2,2,1,1,1,1,1,1
24.0,75,6,51,1.0,3,67.0,3,3,3,2,3,1,1,1,1,0,0,0,0
27.0,97,8,72,1.2926987210620042,2,67.07012148239274,3,3,2,1,2,2,2,1,0,1,0,0,1
9.0,77,7,57,2.0,3,61.0,2,2,1,2,1,1,1,1,0,1,0,0,0
22.0,82,9,94,0.0,4,68.0,2,1,3,2,2,3,1,2,1,1,0,0,1
17.0,78,9,51,1.0,3,63.0,1,2,3,1,2,2,1,2,1,1,0,1,0
20.0,83,6,94,1.0,2,67.0,1,3,2,1,2,2,1,1,1,1,0,0,0
22.0,79,6,97,3.0,3,66.0,1,1,1,3,2,1,1,2,1,1,0,0,0
17.0,62,6,54,2.0,3,62.0,1,3,1,2,3,2,2,1,1,1,0,0,0
16.0,95,6,86,0.0,3,69.0,1,3,2,1,3,2,1,1,1,1,0,1,0
20.0,78,6,77,3.0,3,67.0,2,2,2,2,2,3,1,2,0,1,0,1,0
13.0,84,8,98,2.0,2,66.0,2,2,1,2,2,3,2,2,0,0,0,0,1
13.0,66,6,90,2.0,3,63.0,2,3,2,1,2,3,1,2,1,1,1,0,0
24.0,60,6,85,1.0,2,64.0,2,2,1,3,2,2,3,2,0,1,0,0,0
13.0,70,6,96,2.0,5,64.0,2,1,3,2,2,1,3,2,1,1,0,1,0
24.0,88,8,58,1.0,3,67.0,2,1,2,1,3,1,1,1,0,1,0,0,0
23.0,64,7,69,1.2926987210620042,3,66.0,2,1,3,3,2,3,1,2,1,1,0,0,0
10.0,96,7,92,1.0,1,68.0,3,3,2,1,1,2,1,1,1,1,0,0,1
16.0,69,6,55,1.0,1,62.0,3,2,2,2,3,1,1,2,1,1,0,0,0
27.0,68,5,97,1.0,4,68.0,2,2,1,2,2,1,2,1,1,1,0,0,0
14.0,67,9,87,1.0,3,63.0,1,3,2,2,2,3,1,1,0,1,0,1,0
17.0,61,7,72,1.0,2,62.0,3,2,1,2,3,2,1,2,0,1,0,0,0
